Number of runs for each test case: 5
Set size: 18
-----------------------------------------
Threads   Average execution time
1         0.03060   
2         0.01500   
3         0.01380   
4         0.01000   
6         0.00760   
8         0.00800   
10        0.00800   
12        0.00880   
16        0.00860   
24        0.00800   
32        0.00800   
48        0.01100   
64        0.01160   
92        0.01180   
128       0.02020   
256       0.03060   
