Number of runs for each test case: 5
Set size: 17
-----------------------------------------
Threads   Average execution time
1         0.00900   
2         0.00320   
3         0.00220   
4         0.00320   
6         0.00280   
8         0.00260   
10        0.00260   
12        0.00260   
16        0.00300   
24        0.00320   
32        0.00360   
48        0.00580   
64        0.00660   
92        0.01080   
128       0.01200   
256       0.02180   
