Number of runs for each test case: 5
Set size: 21
-----------------------------------------
Threads   Average execution time
1         0.27760   
2         0.12400   
3         0.09120   
4         0.07940   
6         0.05960   
8         0.05320   
10        0.06980   
12        0.05980   
16        0.05480   
24        0.05440   
32        0.05440   
48        0.05660   
64        0.05600   
92        0.05680   
128       0.05980   
256       0.06580   
